309,21983,27623,0.76832,"STUDENT_LESSON","2015-05-23 17:36:07.234647",22175
310,21983,31913,0.37752,"STUDENT_LESSON","2015-05-24 13:38:01.375573",22218
311,14151,16743,0.17712,"STUDENT_LESSON","2015-05-24 14:51:51.917767",22196
312,15433,16473,0.4428,"STUDENT_LESSON","2015-05-25 20:07:04.31896",22372
314,13244,5457,2.5,"STUDENT_LESSON","2015-05-26 05:32:22.257102",NULL
313,13244,26522,2.63,"STUDENT_LESSON","2015-05-25 15:32:14",NULL
316,15331,30639,0.6048,"STUDENT_LESSON","2015-05-26 06:02:04.004084",22414
315,13244,23408,3.0,"STUDENT_LESSON","2015-05-26 01:13:18",NULL
317,15331,31679,2.744,"STUDENT_FIRST","2015-05-26 10:36:41.411242",9813
318,21983,31913,0.37752,"STUDENT_LESSON","2015-05-26 19:13:45.202787",22522
319,14151,16743,0.17712,"STUDENT_LESSON","2015-05-27 09:12:40.047749",22583
320,13244,23408,3.0,"STUDENT_LESSON","2015-05-27 10:25:41.087326",NULL
321,15433,16473,0.4428,"STUDENT_LESSON","2015-05-27 20:41:04.679666",22697
322,21983,31913,0.28314,"STUDENT_LESSON","2015-05-28 08:38:47.378386",22702
323,13244,26522,2.63,"STUDENT_LESSON","2015-05-28 09:07:04.318183",NULL
324,15331,30639,0.54,"STUDENT_LESSON","2015-05-29 08:41:16.77454",22879
